,Year,EN_MWT_COLLV_new
0,2012.0,7650389.16016
1,2013.0,6002829.589840001
2,2014.0,5842428.22266
3,2015.0,6026797.851559999
4,2016.0,9236850.58594
5,2017.0,9536610.35156
6,2018.0,9314404.817706585
7,2019.0,9866334.491255045
8,2020.0,10418264.164803743
9,2021.0,10970193.838352203
