,Year,SH_TRP_INTVN_new
0,2012.0,146815201.0
1,2013.0,141350574.0
2,2014.0,127886656.0
3,2015.0,111437132.0
4,2016.0,101813236.0
5,2017.0,100463258.0
6,2018.0,100847287.0
7,2019.0,98728063.0
8,2020.0,82363006.7142849
9,2021.0,74850858.01190376
