,Year,IT_MOB_OWN_new
0,2012.0,48.86085714285673
1,2013.0,51.064000000000306
2,2014.0,51.49
3,2015.0,57.14
4,2016.0,58.49
5,2017.0,59.59
6,2018.0,62.41
7,2019.0,63.53
8,2020.0,66.48599999999988
9,2021.0,68.68914285714254
