,Year,EN_ATM_CO2_new,EN_ATM_CO2GDP_new
0,2012.0,451.12,0.19997
1,2013.0,416.859,0.17505
2,2014.0,452.264,0.18087
3,2015.0,453.867,0.17307
4,2016.0,454.35,0.16495
5,2017.0,492.711,0.17025
6,2018.0,542.876,0.17836
7,2019.0,527.5864285714306,0.1645957142857135
8,2020.0,542.9099285714292,0.16136892857142815
9,2021.0,558.2334285714314,0.1581421428571428
