,Year,EG_EGY_RNEW_new
0,2012.0,30.144
1,2013.0,32.806
2,2014.0,32.991
3,2015.0,32.947
4,2016.0,33.906
5,2017.0,34.594
6,2018.0,35.435
7,2019.0,36.437
8,2020.0,37.03057142857142
9,2021.0,37.78014285714289
