,Year,SL_LBR_NTLCPL_new
0,2012.0,5.024999999999977
1,2013.0,4.584999999999923
2,2014.0,4.144999999999982
3,2015.0,4.15
4,2016.0,2.67
5,2017.0,2.68
6,2018.0,2.68
7,2019.0,1.9449999999999363
8,2020.0,1.5049999999999955
9,2021.0,1.0649999999999409
