,Year,SD_XPD_ESED_new
0,2012.0,18.09042
1,2013.0,17.60393
2,2014.0,17.67152
3,2015.0,20.5033
4,2016.0,20.29385000000002
5,2017.0,21.02447300000017
6,2018.0,21.755096000000094
7,2019.0,22.485719000000017
8,2020.0,23.216342000000168
9,2021.0,23.94696500000009
