,Year,BX_TRF_PWKR
0,2012.0,0.7858
1,2013.0,0.8344
2,2014.0,0.9599
3,2015.0,1.122
4,2016.0,0.9558
5,2017.0,0.8851
6,2018.0,1.0759999999999998
7,2019.0,1.0425
8,2020.0,0.9118
9,2021.0,
