,Year,SH_XPD_EARN25_new,SH_XPD_EARN10_new
0,2012.0,0.89,3.45
1,2013.0,0.92,3.74
2,2014.0,1.17,4.38
3,2015.0,0.41,3.61
4,2016.0,0.6433962264151205,3.3254716981131764
5,2017.0,0.5580188679245452,3.167641509433963
6,2018.0,0.51,2.71
7,2019.0,0.38726415094342315,2.851981132075423
8,2020.0,0.3018867924528479,2.6941509433962096
9,2021.0,0.21650943396227262,2.5363207547169395
