,Year,GB_XPD_RSDV_new
0,2012.0,0.07386178571428559
1,2013.0,0.0847
2,2014.0,0.13623464285713993
3,2015.0,0.16742107142857066
4,2016.0,0.24535
5,2017.0,0.23805
6,2018.0,0.22633
7,2019.0,0.29216678571428645
8,2020.0,0.32335321428571007
9,2021.0,0.3545396428571408
