,Year,EG_FEC_RNEW_new
0,2012.0,28.7848
1,2013.0,29.7025
2,2014.0,28.3189
3,2015.0,26.9519
4,2016.0,27.8348
5,2017.0,25.4328
6,2018.0,20.8639
7,2019.0,22.157628571429086
8,2020.0,20.986692857143225
9,2021.0,19.815757142857365
