,Year,SE_PRE_PARTN_new
0,2012.0,99.15405
1,2013.0,99.44986
2,2014.0,99.24812
3,2015.0,97.53890499999989
4,2016.0,95.55287
5,2017.0,96.03033
6,2018.0,95.7982
7,2019.0,94.59578214285693
8,2020.0,93.8600014285712
9,2021.0,93.12422071428546
