,Year,SH_STA_TRAF_new
0,2012.0,13.050000000000011
1,2013.0,12.800000000000011
2,2014.0,12.550000000000011
3,2015.0,12.3
4,2016.0,12.050000000000011
5,2017.0,11.800000000000011
6,2018.0,11.550000000000011
7,2019.0,11.3
8,2020.0,11.050000000000011
9,2021.0,10.800000000000011
