,Year,DT_TDS_DECT_new
0,2012.0,4.6137
1,2013.0,5.5799
2,2014.0,14.1069
3,2015.0,8.1693
4,2016.0,9.3051
5,2017.0,9.1826
6,2018.0,7.8576
7,2019.0,10.191
8,2020.0,10.59678928571418
9,2021.0,11.034795238095171
