,Year,SH_DTH_NCD_new
0,2012.0,984486.0
1,2013.0,862448.0
2,2014.0,740410.0
3,2015.0,618372.0
4,2016.0,496334.0
5,2017.0,374296.0
6,2018.0,252258.0
7,2019.0,130220.0
8,2020.0,8182.0
9,2021.0,0.0
