,Year,SH_STA_MALR_new
0,2012.0,7.855939999999999
1,2013.0,6.5975600000000005
2,2014.0,4.9515
3,2015.0,4.36937
4,2016.0,4.4924800000000005
5,2017.0,3.01892
6,2018.0,2.27736
7,2019.0,2.43281
8,2020.0,1.004624285714499
9,2021.0,0.22798690476201955
