,Year,ER_RSK_LST,ER_RSK_LST_new
0,2012.0,0.79323,0.79323
1,2013.0,0.78855,0.78855
2,2014.0,0.78485,0.78485
3,2015.0,0.78061,0.78061
4,2016.0,0.77608,0.77608
5,2017.0,0.77231,0.77231
6,2018.0,0.7688699999999999,0.7688699999999999
7,2019.0,0.76517,0.76517
8,2020.0,0.75993,0.75993
9,2021.0,0.75634,0.75634
