,Year,EN_LND_SLUM_new
0,2012.0,18.966666666666242
1,2013.0,21.16666666666606
2,2014.0,21.8
3,2015.0,25.566666666665697
4,2016.0,30.9
5,2017.0,29.966666666666242
6,2018.0,30.6
7,2019.0,34.36666666666588
8,2020.0,36.5666666666657
9,2021.0,38.766666666666424
