,Year,EG_IFF_RANDN_new
0,2012.0,16.44
1,2013.0,247.23
2,2014.0,323.04
3,2015.0,387.78
4,2016.0,343.83
5,2017.0,430.16
6,2018.0,1076.35
7,2019.0,913.0299999999988
8,2020.0,1040.4007142857008
9,2021.0,1167.771428571432
