,Year,ER_H2O_IWRMD_new
0,2012.0,18.410773333334873
1,2013.0,24.359426666667787
2,2014.0,30.3080800000007
3,2015.0,36.256733333333614
4,2016.0,42.205386666668346
5,2017.0,48.15404
6,2018.0,54.10269333333417
7,2019.0,60.05134666666709
8,2020.0,66.0
9,2021.0,71.94865333333473
