,Year,EN_MAR_CHLDEV_new,EN_MAR_BEALITSQ_new
0,2012.0,1.87,5334991.166666746
1,2013.0,1.36,4543934.666666746
2,2014.0,1.4,3752878.166666746
3,2015.0,2.8,2961821.666666746
4,2016.0,0.84,2090664.0
5,2017.0,1.98,1539911.0
6,2018.0,1.27,508551.0
7,2019.0,4.68,0.0
8,2020.0,3.0428571428571445,0.0
9,2021.0,3.269047619047626,0.0
