,Year,SI_RMT_COST_new
0,2012.0,7.6580000000000155
1,2013.0,7.483142857142866
2,2014.0,7.3082857142857165
3,2015.0,6.9
4,2016.0,6.9585714285714175
5,2017.0,7.13
6,2018.0,6.85
7,2019.0,6.08
8,2020.0,6.259142857142876
9,2021.0,6.084285714285727
