,Year,SH_STA_POISN_new
0,2012.0,0.3
1,2013.0,0.3
2,2014.0,0.3
3,2015.0,0.3
4,2016.0,0.3
5,2017.0,0.3
6,2018.0,0.3
7,2019.0,0.3
8,2020.0,0.3
9,2021.0,0.3
