,Year,SH_TBS_INCD_new
0,2012.0,335.0
1,2013.0,332.0
2,2014.0,329.0
3,2015.0,325.0
4,2016.0,322.0
5,2017.0,319.0
6,2018.0,316.0
7,2019.0,312.0
8,2020.0,309.07142857142844
9,2021.0,305.80952380952385
