,Year,SH_DYN_NMRTN_new,SH_DYN_NMRT_new
0,2012.0,81867.0,16.3
1,2013.0,78781.0,15.7
2,2014.0,75553.0,15.2
3,2015.0,71869.0,14.5
4,2016.0,68412.0,13.9
5,2017.0,65254.0,13.4
6,2018.0,62270.0,12.9
7,2019.0,59591.0,12.4
8,2020.0,55833.142857142724,11.753571428571377
9,2021.0,52585.03571428545,11.190476190476147
