,Year,SH_STA_STNT_new,SH_STA_STNTN_new
0,2012.0,37.51999999999998,8094.2
1,2013.0,36.4,8077.2
2,2014.0,35.279999999999745,8068.6
3,2015.0,34.159999999999854,8024.6
4,2016.0,33.039999999999964,8068.8
5,2017.0,31.919999999999618,7992.9
6,2018.0,30.8,7840.4
7,2019.0,29.679999999999836,7668.0
8,2020.0,28.559999999999945,7526.1
9,2021.0,27.4399999999996,7596.636111111089
