,Year,GF_XPD_GBPC_new
0,2012.0,103.9015
1,2013.0,98.0721
2,2014.0,96.4552
3,2015.0,88.5771
4,2016.0,88.9529
5,2017.0,96.4864
6,2018.0,99.6605
7,2019.0,93.8685
8,2020.0,92.43501071428568
9,2021.0,91.69906309523799
