,Year,SH_BLD_MRSA_new,SH_BLD_ECOLI_new
0,2012.0,126.93000000000029,82.32000000000016
1,2013.0,114.4900000000016,80.57999999999993
2,2014.0,102.04999999999927,78.84000000000015
3,2015.0,89.61000000000058,77.09999999999991
4,2016.0,77.16999999999825,75.36000000000013
5,2017.0,64.72999999999956,73.62000000000035
6,2018.0,52.29,71.88
7,2019.0,39.85,70.14
8,2020.0,27.409999999999854,68.40000000000009
9,2021.0,14.970000000001164,66.66000000000031
