,Year,EG_EGY_PRIM_new
0,2012.0,3.79
1,2013.0,3.47
2,2014.0,3.44
3,2015.0,3.26
4,2016.0,3.18
5,2017.0,3.21
6,2018.0,3.18
7,2019.0,2.988571428571447
8,2020.0,2.895357142857165
9,2021.0,2.8021428571428544
