,Year,SL_EMP_GTOTL_new
0,2012.0,39.5
1,2013.0,39.3
2,2014.0,39.3
3,2015.0,38.6
4,2016.0,38.6
5,2017.0,38.1
6,2018.0,37.91999999999996
7,2019.0,37.639999999999986
8,2020.0,37.360000000000014
9,2021.0,37.07999999999993
