,Year,SI_POV_NAHC_new
0,2012.0,12.099999999999909
1,2013.0,11.799999999999955
2,2014.0,11.5
3,2015.0,11.2
4,2016.0,10.9
5,2017.0,10.6
6,2018.0,10.299999999999955
7,2019.0,10.0
8,2020.0,9.699999999999932
9,2021.0,9.399999999999977
