,Year,VC_PRS_UNSNT_new
0,2012.0,39.29999999999973
1,2013.0,37.86666666666633
2,2014.0,36.43333333333294
3,2015.0,35.0
4,2016.0,33.566666666666606
5,2017.0,32.13333333333321
6,2018.0,30.7
7,2019.0,29.266666666666424
8,2020.0,27.83333333333303
9,2021.0,26.399999999999636
