,Year,ST_EEV_STDACCT_new,ST_EEV_ACCSEEA_new,ST_EEV_ACCTSA_new
0,2012.0,5.0,2.0,3.0
1,2013.0,5.0,2.0,3.0
2,2014.0,5.0,2.0,3.0
3,2015.0,5.0,2.0,3.0
4,2016.0,8.0,2.0,6.0
5,2017.0,8.0,2.0,6.0
6,2018.0,8.0,2.0,6.0
7,2019.0,6.0,0.0,6.0
8,2020.0,8.071428571428555,1.0,7.071428571428669
9,2021.0,8.476190476190482,0.8333333333333144,7.642857142857338
