,Year,SE_PRE_PARTN_new
0,2012.0,75.45387
1,2013.0,75.84728
2,2014.0,77.73075
3,2015.0,80.25983000000002
4,2016.0,78.12357
5,2017.0,81.21461
6,2018.0,85.12711999999998
7,2019.0,83.89499
8,2020.0,85.80305750000025
9,2021.0,87.15784750000012
