,Year,SL_EMP_GTOTL_new
0,2012.0,39.9
1,2013.0,39.7
2,2014.0,38.1
3,2015.0,38.3
4,2016.0,38.4
5,2017.0,38.8
6,2018.0,37.946666666666715
7,2019.0,37.68380952380949
8,2020.0,37.42095238095237
9,2021.0,37.15809523809526
