,Year,EG_EGY_RNEW_new
0,2012.0,99.191
1,2013.0,105.571
2,2014.0,111.457
3,2015.0,134.028
4,2016.0,160.833
5,2017.0,162.749
6,2018.0,172.89700000000005
7,2019.0,163.262
8,2020.0,190.48821428571318
9,2021.0,201.98592857143012
