,Year,SG_LGL_GENEQLFP_new,SG_LGL_GENEQVAW_new,SG_LGL_GENEQEMP_new,SG_LGL_GENEQMAR_new
0,2012.0,70.0,83.33334,60.0,90.90909
1,2013.0,70.0,83.33334,60.0,90.90909
2,2014.0,70.0,83.33334,60.0,90.90909
3,2015.0,70.0,83.33334,60.0,90.90909
4,2016.0,70.0,83.33334,60.0,90.90909
5,2017.0,70.0,83.33334,60.0,90.90909
6,2018.0,70.0,83.33334,60.0,90.90909
7,2019.0,70.0,83.33334,60.0,90.90909
8,2020.0,70.0,83.33334,60.0,90.90909
9,2021.0,70.0,83.33334,60.0,90.90909
