,Year,VC_PRS_UNSNT_new
0,2012.0,43.0
1,2013.0,44.90000000000009
2,2014.0,46.80000000000018
3,2015.0,48.7
4,2016.0,50.600000000000364
5,2017.0,52.5
6,2018.0,54.4
7,2019.0,56.30000000000018
8,2020.0,58.20000000000027
9,2021.0,60.100000000000364
