,Year,DC_FTA_TOTAL_new
0,2012.0,192.43337
1,2013.0,148.18809
2,2014.0,88.61064
3,2015.0,48.66068
4,2016.0,77.71732
5,2017.0,94.32348
6,2018.0,289.73249
7,2019.0,61.08201999999999
8,2020.0,116.22517428571427
9,2021.0,114.25443273809515
