,Year,ER_H2O_IWRMD_new
0,2012.0,31.390586666666422
1,2013.0,30.091763333333347
2,2014.0,28.792939999999817
3,2015.0,27.49411666666674
4,2016.0,26.19529333333321
5,2017.0,24.89647
6,2018.0,23.597646666666606
7,2019.0,22.298823333333075
8,2020.0,21.0
9,2021.0,19.70117666666647
