,Year,SH_STA_TRAF_new
0,2012.0,7.324999999999818
1,2013.0,9.550000000000182
2,2014.0,11.775000000000546
3,2015.0,14.0
4,2016.0,16.225000000000364
5,2017.0,18.449999999999818
6,2018.0,20.675000000000182
7,2019.0,22.9
8,2020.0,25.125
9,2021.0,27.350000000000364
