,Year,EN_ATM_CO2_new,EN_ATM_CO2GDP_new
0,2012.0,11.029000000000002,0.0983
1,2013.0,11.854,0.10188
2,2014.0,12.59,0.10361
3,2015.0,14.985,0.11846
4,2016.0,16.101,0.12397
5,2017.0,15.15,0.11323
6,2018.0,16.855999999999998,0.12205
7,2019.0,18.02128571428557,0.12797285714285778
8,2020.0,19.006428571428387,0.13205535714285865
9,2021.0,19.991571428571433,0.13613785714285775
