,Year,SD_XPD_ESED_new
0,2012.0,21.10514
1,2013.0,20.63795
2,2014.0,21.95939
3,2015.0,24.0855
4,2016.0,23.43475
5,2017.0,23.08805
6,2018.0,23.74954
7,2019.0,23.75538
8,2020.0,24.700794285714323
9,2021.0,25.13942357142855
