,Year,SM_DTH_MIGR_new
0,2012.0,0.5357142857142208
1,2013.0,0.8571428571427759
2,2014.0,0.0
3,2015.0,1.0
4,2016.0,5.0
5,2017.0,0.0
6,2018.0,4.0
7,2019.0,3.0
8,2020.0,2.0
9,2021.0,3.428571428571331
