,Year,SG_DSR_LGRGSR_new
0,2012.0,0.0
1,2013.0,0.0
2,2014.0,0.0
3,2015.0,0.225
4,2016.0,0.4
5,2017.0,0.8
6,2018.0,0.9
7,2019.0,0.6682330827067631
8,2020.0,0.375
9,2021.0,0.8642230576440966
