,Year,SL_LBR_NTLCPL_new
0,2012.0,7.044999999999959
1,2013.0,6.67999999999995
2,2014.0,6.314999999999941
3,2015.0,5.94
4,2016.0,5.79
5,2017.0,4.84
6,2018.0,5.04
7,2019.0,4.490000000000009
8,2020.0,4.125
9,2021.0,3.759999999999991
