,Year,SH_STA_POISN_new
0,2012.0,1.9500000000000028
1,2013.0,1.9000000000000057
2,2014.0,1.8500000000000085
3,2015.0,1.8
4,2016.0,1.75
5,2017.0,1.7000000000000028
6,2018.0,1.6500000000000057
7,2019.0,1.6
8,2020.0,1.5500000000000114
9,2021.0,1.5
