,Year,ER_RSK_LBREDS_new
0,2012.0,100.0
1,2013.0,100.0
2,2014.0,100.0
3,2015.0,100.0
4,2016.0,100.0
5,2017.0,100.0
6,2018.0,100.0
7,2019.0,100.0
8,2020.0,100.0
9,2021.0,100.0
