,Year,AG_LND_TOTL_new,AG_LND_FRSTN_new,AG_LND_FRST_new
0,2012.0,10716.0,3620.5999999999985,33.78685076190473
1,2013.0,10716.0,3609.0,33.67860304761902
2,2014.0,10716.0,3597.399999999998,33.57035533333331
3,2015.0,10716.0,3585.8,33.46211
4,2016.0,10716.0,3574.2,33.35386
5,2017.0,10716.0,3562.6,33.24561
6,2018.0,10716.0,3551.0,33.13736
7,2019.0,10716.0,3539.4,33.02912
8,2020.0,10716.0,3527.8,32.92087
9,2021.0,10716.0,3516.2000000000007,32.81262133333331
