,Year,SI_RMT_COST_new
0,2012.0,5.275999999999982
1,2013.0,5.171999999999969
2,2014.0,5.067999999999984
3,2015.0,4.7
4,2016.0,4.859999999999985
5,2017.0,4.99
6,2018.0,5.24
7,2019.0,3.99
8,2020.0,4.443999999999988
9,2021.0,4.339999999999975
