,Year,SH_STA_MALR_new
0,2012.0,0.54319
1,2013.0,0.6185
2,2014.0,0.55304
3,2015.0,0.65212
4,2016.0,0.45411
5,2017.0,0.34363
6,2018.0,0.27226
7,2019.0,0.18293
8,2020.0,0.180369285714292
9,2021.0,0.11990190476190321
