,Year,SH_STA_SCIDE_new,SH_STA_SCIDEN_new
0,2012.0,5.725000000000001,878.0
1,2013.0,5.75,901.0
2,2014.0,5.775000000000006,924.0
3,2015.0,5.8,947.0
4,2016.0,5.825000000000003,970.0
5,2017.0,5.850000000000001,993.0
6,2018.0,5.875,1016.0
7,2019.0,5.9,1039.0
8,2020.0,5.925000000000004,1062.0
9,2021.0,5.950000000000003,1085.0
