,Year,ER_H2O_STRESS_new
0,2012.0,5.7
1,2013.0,5.7
2,2014.0,5.7
3,2015.0,5.74
4,2016.0,5.74
5,2017.0,5.74
6,2018.0,5.74
7,2019.0,5.75714285714286
8,2020.0,5.765714285714289
9,2021.0,5.774285714285714
