,Year,AG_PRD_ORTIND_new,AG_PRD_AGVAS_new,AG_XPD_AGSGB_new
0,2012.0,0.3013,10.28,3.1
1,2013.0,0.2601,10.36,2.69
2,2014.0,0.302,10.07,3.04
3,2015.0,0.18,9.97,1.83
4,2016.0,0.1828,9.66,1.77
5,2017.0,0.2225,9.68,2.15
6,2018.0,0.18,9.44,1.69
7,2019.0,0.17,9.37,1.59
8,2020.0,0.14151785714285836,9.18678571428569,1.2521428571428714
9,2021.0,0.12300238095237859,9.038571428571402,1.0342857142857156
