,Year,SE_ADT_EDUCTRN_new
0,2012.0,3.09817
1,2013.0,3.36377
2,2014.0,3.003001470588231
3,2015.0,2.8701135294117535
4,2016.0,2.6787400000000003
5,2017.0,2.60555
6,2018.0,2.4714497058823213
7,2019.0,2.3385617647059007
8,2020.0,2.2056738235294233
9,2021.0,2.072785882352946
