,Year,VC_HTF_DETVOP_new,VC_HTF_DETV_new
0,2012.0,97.0,192.0
1,2013.0,79.0,234.0
2,2014.0,61.0,273.0
3,2015.0,43.0,329.10465116279374
4,2016.0,25.0,484.0
5,2017.0,7.0,333.0
6,2018.0,0.0,458.62790697673336
7,2019.0,0.0,501.8023255813896
8,2020.0,0.0,544.9767441860458
9,2021.0,0.0,588.1511627906875
