,Year,IS_RDP_PORFVOL_new
0,2012.0,1135554.0
1,2013.0,1211561.0
2,2014.0,1263476.0
3,2015.0,1350920.0
4,2016.0,1470101.0
5,2017.0,1390000.0
6,2018.0,1530600.0
7,2019.0,1529000.0
8,2020.0,1619869.5357142985
9,2021.0,1677584.6547619104
