,Year,GB_POP_SCIERD_new
0,2012.0,26.91416
1,2013.0,17.37646
2,2014.0,20.28482
3,2015.0,22.15054
4,2016.0,22.07069
5,2017.0,14.070379999999998
6,2018.0,12.87117
7,2019.0,12.683280000000195
8,2020.0,11.006306428571861
9,2021.0,9.329332857143072
