,Year,GR_G14_GDP_new,GR_G14_XDC_new
0,2012.0,11.6852181488475,45681.26322106
1,2013.0,11.7673604255714,48997.314249
2,2014.0,12.0577382996211,53937.43773439
3,2015.0,11.4936873618313,54712.57481671
4,2016.0,11.777089491493,59121.18992890001
5,2017.0,11.7133137529715,61635.50452419
6,2018.0,11.7140843090342,64402.86142840001
7,2019.0,11.682580190469404,68975.9192723
8,2020.0,11.680952686678868,71518.35513279401
9,2021.0,11.668634617611964,74703.98779633362
