,Year,EN_LND_SLUM_new
0,2012.0,41.26666666666688
1,2013.0,39.3416666666667
2,2014.0,38.7
3,2015.0,35.49166666666679
4,2016.0,31.0
5,2017.0,31.64166666666688
6,2018.0,31.0
7,2019.0,27.791666666666515
8,2020.0,25.866666666666788
9,2021.0,23.941666666666606
