,Year,GB_XPD_RSDV_new
0,2012.0,0.04471
1,2013.0,0.03916
2,2014.0,0.02949
3,2015.0,0.03064
4,2016.0,0.02311
5,2017.0,0.02957
6,2018.0,0.02947
7,2019.0,0.02212428571428582
8,2020.0,0.019578571428571223
9,2021.0,0.017032857142857516
