Year,ER_FFS_CMPT,ER_FFS_CMPT_PC,ER_FFS_CMPT_GDP
2012.0,,,
2013.0,,,
2014.0,,,
2015.0,16186.256,62.64437,1.88026
2016.0,16113.348999999998,61.60564,1.7820900000000002
2017.0,16687.004,63.05287,1.75649
2018.0,33876.93,126.56204,3.3906300000000003
2019.0,19217.668,71.01201999999998,1.83141
2020.0,,,
2021.0,,,
