Var1,Var2,value
9.5.2,2.1.2,0.803990098141853
12.a.1,17.1.1,-0.804511612300962
7.b.1,17.1.1,-0.804511612300962
15.1.1,17.1.1,0.804917303612411
3.6.1,17.1.1,0.804917979060917
3.8.1,17.1.1,-0.804917979060924
6.5.1,17.1.1,-0.804917979060927
17.1.1,16.3.2,-0.804917979060928
3.4.2,17.1.1,-0.804917979060928
14.b.1,17.1.1,-0.804917979060934
3.9.3,17.1.1,0.804917979060943
1.a.2,17.13.1,-0.806428512781423
4.2.2,17.13.1,0.80797051584948
7.1.1,17.17.1,-0.808757473536006
6.1.1,17.3.1,0.808832462763178
15.5.1,17.1.1,0.808997154788483
7.3.1,1.3.1,0.809508090667854
2.1.2,17.1.1,0.809613902768691
17.17.1,17.3.2,0.809741611633424
6.4.1,17.1.1,0.80988817569354
3.3.5,15.2.1,0.80997587870562
3.2.2,17.1.1,-0.810311641305699
13.1.2,6.6.1,-0.810453125225449
6.6.1,1.5.3,-0.810453125225449
6.6.1,11.b.1,-0.810453125225449
16.6.1,1.5.2,0.811017544945942
10.4.1,2.1.1,-0.811457438912239
7.3.1,1.4.1,0.811609535712678
9.5.1,2.1.1,-0.812274647266989
1.5.4,17.1.1,-0.813012524224192
11.b.2,17.1.1,-0.813012524224192
13.1.3,17.1.1,-0.813012524224192
1.5.3,2.1.1,0.813019059977034
11.b.1,2.1.1,0.813019059977034
13.1.2,2.1.1,0.813019059977034
10.4.1,17.8.1,-0.813214538045389
7.3.1,6.6.1,-0.813544860006926
3.4.1,17.17.1,0.814386225421956
17.8.1,17.1.1,-0.814633578897132
4.2.2,17.1.1,-0.815744067254303
1.a.2,1.3.1,-0.815998892802044
7.3.1,14.1.1,-0.816206519754564
11.1.1,17.1.1,0.816253261620461
4.3.1,17.17.1,-0.816376573284874
3.b.1,3.3.3,-0.816458521836696
12.a.1,17.17.1,0.817796279170127
17.17.1,7.b.1,0.817796279170127
10.4.1,1.3.1,-0.818418018492689
9.5.2,14.7.1,0.818445945416133
1.a.2,3.4.1,-0.819977936194617
7.3.1,14.7.1,-0.820410280797142
10.4.1,12.c.1,-0.820829499473279
9.5.1,1.3.1,-0.82089842307624
3.b.1,3.3.5,-0.821756645319993
6.1.1,3.3.5,-0.822332041131148
7.3.1,15.2.1,0.822348609320026
7.3.1,3.2.1,-0.822475520750669
8.8.2,7.2.1,-0.82248999522191
9.5.2,15.5.1,0.822667409788579
7.3.1,15.1.1,-0.823201425324249
7.3.1,3.6.1,-0.823201729141011
7.3.1,14.b.1,0.823201729141012
7.3.1,3.4.2,0.823201729141012
7.3.1,3.8.1,0.823201729141016
6.5.1,7.3.1,0.823201729141017
7.3.1,3.9.3,-0.823201729141019
7.3.1,16.3.2,0.82320172914102
9.5.2,17.3.2,-0.823506223092771
6.4.2,17.17.1,0.823789838337901
14.7.1,17.1.1,0.823792109335102
9.5.1,17.13.1,-0.823832810460879
2.a.1,15.6.1,-0.824540147115013
9.5.2,3.4.1,-0.824719680010509
3.3.3,3.3.1,-0.824919397342355
7.2.1,17.13.1,-0.8258162975999
3.4.1,17.1.1,-0.826114713411301
7.2.1,2.1.1,-0.826548332047958
6.2.1,2.2.2,-0.826652879814214
10.4.1,4.3.1,0.827353135747005
10.4.1,1.4.1,-0.827791027279274
11.5.2,17.17.1,0.827997575716363
11.1.1,3.3.5,-0.828046512875793
6.4.1,9.5.2,0.828105335511665
3.b.1,7.3.1,-0.82824279901321
9.5.2,2.1.1,-0.828344004396424
6.6.1,9.5.2,0.829389327460703
4.2.2,9.5.2,-0.829659073537395
10.4.1,4.2.2,-0.829747058346942
1.5.4,3.3.3,0.8300223198253
11.b.2,3.3.3,0.8300223198253
13.1.3,3.3.3,0.8300223198253
15.6.1,10.c.1,0.830087177706546
7.2.1,3.4.1,-0.830602752930472
7.3.1,3.2.2,0.830769377553284
2.2.1,17.3.2,0.831017063729698
7.1.1,3.3.1,0.831233185045957
7.2.1,1.3.1,-0.831288454138136
8.8.2,1.a.2,-0.831661855479867
9.1.2,3.3.3,-0.83195453943051
4.3.1,9.5.1,0.83217803094775
14.1.1,1.3.1,-0.832305698982585
7.3.1,6.4.1,-0.832612157812587
4.2.2,14.1.1,-0.832695115247538
8.8.2,9.5.1,-0.83311484015226
7.3.1,17.8.1,0.833278342190993
10.4.1,3.2.2,-0.833463382678137
14.1.1,9.5.1,0.833524957736034
9.5.1,3.3.2,0.833638974680746
6.4.2,9.5.1,-0.833832501092059
6.2.1,17.3.2,-0.834069030195049
3.b.1,15.6.1,-0.834443941177337
10.4.1,15.5.1,0.834802094274279
3.3.5,15.6.1,0.835149850066744
7.3.1,3.4.1,0.835224216438628
7.3.1,12.c.1,0.835237647639592
14.1.1,3.4.1,-0.835479080273736
9.5.2,3.3.1,0.83573279447412
7.2.1,3.3.1,0.836378760385019
12.a.1,3.3.5,0.837158168452586
3.3.5,7.b.1,0.837158168452586
2.2.2,17.17.1,0.83724049345708
7.1.1,7.2.1,0.837563309659591
4.2.2,15.6.1,0.837895164468679
16.2.2,15.6.1,-0.837904083572448
1.a.2,17.1.1,0.837945773880409
9.5.1,12.a.1,-0.838248903302868
9.5.1,7.b.1,-0.838248903302868
9.5.2,3.2.2,-0.838317968375759
1.a.2,9.5.1,0.83838509486519
7.3.1,2.2.2,0.838818857825228
9.5.2,3.2.1,0.838819174851446
2.a.1,2.2.2,-0.839466841629635
6.4.2,15.6.1,0.839841998445923
7.3.1,17.13.1,0.840149394284107
1.5.4,9.5.1,-0.840371681411821
11.b.2,9.5.1,-0.840371681411821
13.1.3,9.5.1,-0.840371681411821
11.6.2,9.5.1,0.840701638476783
7.2.1,17.1.1,0.84094172302726
11.6.2,17.3.1,0.841039001582921
15.6.1,3.3.1,-0.84108496092766
13.1.3,4.2.2,0.841447987624777
4.2.2,1.5.4,0.841447987624777
4.2.2,11.b.2,0.841447987624777
1.a.2,12.c.1,-0.841608729825295
16.2.2,3.3.3,-0.841704407279722
7.1.2,9.5.1,-0.841867442281691
7.1.2,7.2.1,-0.842258470347807
1.a.2,1.5.4,-0.842385988360534
1.a.2,11.b.2,-0.842385988360534
13.1.3,1.a.2,-0.842385988360534
7.3.1,2.1.2,-0.842704379665554
1.5.4,3.3.1,-0.84292843604165
11.b.2,3.3.1,-0.84292843604165
13.1.3,3.3.1,-0.84292843604165
10.4.1,15.1.1,0.843271497624069
10.4.1,3.9.3,0.8432720747051
10.4.1,14.b.1,-0.843272074705102
10.4.1,3.8.1,-0.843272074705104
10.4.1,6.5.1,-0.843272074705105
10.4.1,16.3.2,-0.843272074705107
10.4.1,3.4.2,-0.843272074705107
10.4.1,3.6.1,0.843272074705117
7.2.1,12.c.1,-0.84334633950464
12.a.1,3.3.3,0.843443450176403
7.b.1,3.3.3,0.843443450176403
17.8.1,9.5.2,-0.843450616500009
13.1.3,14.1.1,-0.84350852973186
14.1.1,1.5.4,-0.84350852973186
14.1.1,11.b.2,-0.84350852973186
7.3.1,7.2.1,-0.843535403219577
3.9.3,9.5.2,0.843670378760801
6.5.1,9.5.2,-0.843670378760804
9.5.2,16.3.2,-0.843670378760804
9.5.2,3.4.2,-0.843670378760807
14.b.1,9.5.2,-0.843670378760809
3.8.1,9.5.2,-0.84367037876081
9.5.2,3.6.1,0.84367037876081
9.5.2,15.1.1,0.843671074288727
15.6.1,17.3.1,-0.843719830951367
17.8.1,9.5.1,-0.844127170156993
8.8.2,17.3.1,-0.844331042759938
16.2.2,17.3.1,0.844448977364518
2.a.1,9.5.1,0.844497279353424
17.17.1,1.5.2,0.84458549633366
17.1.1,1.4.1,-0.8455629839672
17.8.1,14.1.1,-0.845943890316165
14.1.1,12.c.1,-0.846117668031835
2.2.2,3.3.1,-0.846133790642489
10.4.1,7.2.1,0.846561705360551
1.a.2,17.8.1,-0.847153380834
6.4.2,2.2.2,0.847392551306025
6.1.1,1.a.2,0.847402476794304
12.c.1,9.5.2,-0.847574082163363
2.2.2,9.4.1,-0.84786486502999
10.4.1,16.2.2,0.848052700263997
1.a.2,7.1.2,-0.848318673120409
17.13.1,3.3.1,-0.84848626918525
10.4.1,7.1.2,-0.84877381114772
15.6.1,2.1.1,0.84877665338428
14.1.1,1.4.1,-0.848896840287617
9.1.2,15.6.1,-0.849149618043632
4.2.2,3.3.3,0.849619182407574
9.4.1,17.1.1,0.849683494214703
9.5.1,1.4.1,-0.849944392892964
9.5.2,1.3.1,-0.850264458660689
10.4.1,9.4.1,0.850979823737038
14.1.1,3.3.1,0.851972282626318
11.5.1,17.13.1,0.852030369060631
13.1.1,17.13.1,0.852030369060631
17.13.1,1.5.1,0.852030369060631
1.a.2,4.2.2,-0.852173895192846
3.3.3,15.2.1,0.852357388885818
3.3.5,3.3.1,-0.852741856914134
7.1.2,9.5.2,-0.852796376879829
17.8.1,7.2.1,-0.852928153304657
10.4.1,6.4.1,0.853356730591459
10.4.1,3.2.1,0.85338798406438
10.4.1,6.6.1,0.853540923419314
3.3.5,2.1.2,-0.854515806228208
14.1.1,15.1.1,0.854586472602911
14.b.1,14.1.1,-0.854586569193504
3.8.1,14.1.1,-0.854586569193504
14.1.1,3.4.2,-0.854586569193505
14.1.1,16.3.2,-0.854586569193506
14.1.1,3.6.1,0.854586569193508
3.9.3,14.1.1,0.854586569193509
6.5.1,14.1.1,-0.85458656919351
7.1.2,14.1.1,-0.855403547488971
6.1.1,10.4.1,0.855695872179301
6.6.1,17.13.1,-0.855850900210613
7.3.1,15.5.1,-0.855943281712129
17.13.1,15.6.1,0.856563999967955
14.1.1,3.2.1,0.856623096891531
14.1.1,15.5.1,0.856894484946299
6.6.1,17.3.1,0.857031778778504
11.1.1,14.1.1,0.857032131018202
6.6.1,15.6.1,-0.857467747067834
10.4.1,1.a.2,0.857547151007053
14.1.1,3.2.2,-0.857547670640052
14.1.1,2.1.1,-0.857735299345301
9.5.1,3.2.2,-0.85858120435316
9.1.2,17.3.1,0.858852353298175
3.2.1,17.3.1,0.859276315486616
3.b.1,14.1.1,0.859364960166901
1.a.2,15.1.1,0.859483009714403
1.a.2,3.8.1,-0.859483483952598
