Var1,Var2,value
10.4.1,15.8.1,0.889717754189048
7.3.1,17.13.1,-0.889976663614957
1.a.2,10.5.1,-0.890084276402759
3.3.5,12.b.1,-0.890319320032022
4.5.1,7.2.1,0.89057637633665
2.a.1,15.6.1,-0.890576802561283
1.3.1,2.5.1,-0.890635799389407
15.5.1,17.13.1,0.890693339852132
7.1.2,17.13.1,-0.890775084584781
15.6.1,12.b.1,-0.890913314633001
17.13.1,5.b.1,-0.890992877162256
15.8.1,4.3.1,-0.891035739506616
15.8.1,3.d.2,-0.891132788679005
6.5.1,15.8.1,0.891132788679006
15.8.1,3.4.1,0.891132788679007
15.8.1,3.4.2,-0.891132788679007
15.8.1,3.6.1,-0.891132788679007
15.8.1,3.8.1,0.891132788679007
15.8.1,16.3.2,0.891132788679018
15.8.1,1.2.1,0.891132788679022
15.8.1,3.3.2,0.891134475183191
9.5.2,7.a.1,-0.891241964972101
4.5.1,16.2.2,-0.891633401901742
16.2.2,3.3.5,0.892513880408804
1.a.2,7.3.1,-0.892607577662461
6.4.2,12.b.1,-0.892856017605448
15.8.1,7.a.1,0.89289957678947
12.a.1,2.5.1,0.893043237595816
7.b.1,2.5.1,0.893043237595816
12.a.1,10.c.1,-0.893075672757908
7.b.1,10.c.1,-0.893075672757908
7.a.1,17.1.1,-0.893549650784615
10.4.1,14.1.1,0.893722486672242
9.5.2,2.5.2,-0.89387194998992
10.7.3,17.3.1,0.894391441568839
15.6.1,2.5.1,0.894479949832414
2.a.1,2.2.2,-0.894625212422247
7.a.1,9.4.1,-0.894657266199385
4.5.1,10.c.1,0.89468785901849
7.1.2,2.5.2,-0.894746789552664
17.8.1,12.b.1,0.894888328733208
4.5.1,12.4.2,-0.89526783841299
7.a.1,15.6.1,-0.895617749867539
8.8.2,17.13.1,-0.895661636078123
17.13.1,17.1.1,-0.896329165858063
9.5.2,2.5.1,0.896461147180983
6.6.1,10.c.1,0.896544281107831
12.c.1,7.a.1,0.89655697265914
7.3.1,6.6.1,-0.89685447469432
8.3.1,2.5.1,-0.89685548887869
12.a.1,3.3.5,0.896861664741137
3.3.5,7.b.1,0.896861664741137
2.a.1,17.1.1,-0.89693437555812
14.1.1,1.4.1,-0.897084612267014
4.5.1,17.13.1,0.897168586940261
2.5.1,3.3.2,-0.897533459137709
9.5.2,10.c.1,-0.897643961540033
10.4.1,12.b.1,0.897796125974455
1.3.1,2.5.2,0.897977600823348
10.4.1,3.8.2,-0.898052544631641
2.a.1,15.5.1,0.898333907770034
7.2.1,3.3.3,-0.898644847790111
15.8.1,15.1.1,-0.898684301819288
14.1.1,15.1.1,-0.898753774843932
16.2.2,9.4.1,0.898756133169963
2.a.1,5.b.1,-0.898813453977117
7.1.2,7.a.1,-0.899044439980717
6.2.1,2.a.1,-0.899194637660008
10.4.1,7.a.1,0.8992090812423
2.a.1,3.2.1,-0.899510936168061
9.4.1,12.b.1,-0.899680472129763
1.a.2,10.c.1,0.899780940065457
2.5.1,1.4.1,0.899784720945962
15.8.1,2.a.1,0.89978812967438
3.b.1,1.1.1,0.900365817216592
7.a.1,5.b.1,-0.900366211786689
7.1.2,7.2.1,-0.900645923247466
7.3.1,2.2.1,-0.900690023797735
9.5.1,10.c.1,-0.900745749577255
1.2.1,2.5.1,-0.901008235427986
2.5.1,16.3.2,-0.901008235427991
3.4.1,2.5.1,-0.901008235427999
3.4.2,2.5.1,0.901008235427999
3.6.1,2.5.1,0.901008235427999
3.8.1,2.5.1,-0.901008235427999
3.d.2,2.5.1,0.901008235428001
6.5.1,2.5.1,-0.901008235428002
4.5.1,3.8.2,-0.901167470510315
5.b.1,2.5.1,0.90126175711639
7.2.1,15.6.1,-0.901264590265254
4.2.2,9.1.2,0.901292616180767
1.3.1,7.a.1,0.901471251876046
7.3.1,6.4.1,-0.901590098640252
4.2.2,12.4.2,-0.901727569925697
7.1.2,10.c.1,-0.901770412970786
10.5.1,15.1.1,0.90178116177391
2.a.1,3.2.2,-0.90180940962146
4.3.1,2.5.1,0.902021164056012
2.2.1,16.2.2,-0.902067224130724
2.2.2,2.5.2,-0.902115343960285
4.2.2,1.1.1,-0.902237805496656
1.a.2,1.1.1,-0.903010035369036
3.b.1,3.3.5,0.903311332196105
6.6.1,3.3.5,-0.903375552992684
10.4.1,10.c.1,0.903387818386333
14.1.1,2.2.1,0.903482247197886
7.1.1,7.a.1,-0.903662373130921
2.2.2,10.c.1,-0.90379925155205
3.3.3,2.5.1,0.904097765974181
7.2.1,17.1.1,-0.904306303539904
1.4.1,15.2.1,0.904422333581951
6.4.1,15.2.1,-0.904922265561115
7.2.1,1.3.1,0.905039849625014
2.a.1,3.3.2,0.905428552844857
7.1.1,10.5.1,0.905571962625349
5.b.1,12.b.1,-0.905602737695832
10.4.1,2.1.1,-0.905604320803094
6.6.1,15.2.1,-0.905665749903689
2.a.1,9.1.2,0.905738200503189
8.8.2,2.1.1,0.905810635505006
2.2.2,7.a.1,-0.906074280998913
9.5.1,9.1.2,-0.906149693222736
4.3.1,2.a.1,-0.906202552852153
6.5.1,2.a.1,0.906391981616728
3.d.2,2.a.1,-0.90639198161673
2.a.1,16.3.2,0.906391981616732
2.a.1,3.4.1,0.906391981616734
2.a.1,3.4.2,-0.906391981616734
2.a.1,3.6.1,-0.906391981616734
2.a.1,3.8.1,0.906391981616734
2.a.1,1.2.1,0.906391981616742
3.2.2,2.5.2,-0.906666563130294
7.2.1,8.3.1,0.906773960877008
8.8.2,11.6.2,0.906857602574802
6.2.1,12.b.1,-0.906938439795042
11.1.1,10.c.1,-0.907008325789171
15.5.1,2.5.1,-0.907205641016519
7.2.1,15.2.1,-0.907365031662218
7.a.1,3.3.3,-0.90748814266351
7.1.1,10.c.1,-0.907566695100765
17.1.1,10.c.1,-0.907593206313695
6.6.1,12.b.1,0.907626822633469
15.6.1,2.5.2,-0.907647126660654
4.2.2,2.2.1,0.907835340938248
7.2.1,2.5.2,0.908194623296098
17.8.1,16.2.2,-0.90846092068669
7.2.1,9.5.2,-0.908506898221283
4.2.2,7.3.1,-0.908620414817936
9.5.2,15.2.1,0.90865569108685
7.2.1,5.b.1,-0.908817046423167
3.2.2,10.c.1,-0.908882242034688
15.5.1,10.c.1,0.908944765940368
5.b.1,10.c.1,-0.908971100732315
3.2.1,10.c.1,-0.909076980101691
7.1.1,12.a.1,0.909107231340909
7.1.1,7.b.1,0.909107231340909
7.2.1,2.2.2,-0.90915963777806
15.1.1,2.5.2,-0.909159802396318
7.a.1,3.2.2,-0.909230130756134
15.5.1,7.a.1,0.909272991789474
3.2.1,2.5.2,-0.909777397590045
4.5.1,12.a.1,-0.909909618343167
4.5.1,7.b.1,-0.909909618343167
1.a.2,7.2.1,0.910010855816096
8.8.2,1.a.2,-0.910021829820273
3.2.2,2.5.1,0.910044028691161
2.a.1,1.4.1,-0.910094027925938
1.1.1,10.c.1,-0.910252802419244
4.2.2,17.13.1,0.910444702762637
6.4.2,16.2.2,0.910547384181331
9.5.2,12.b.1,-0.91082735485008
9.4.1,2.5.2,-0.91089040762567
15.1.1,10.c.1,-0.910954864474014
3.2.1,2.5.1,0.91098791764979
3.3.3,15.2.1,0.91104321635629
7.1.2,12.b.1,-0.911161518943373
7.a.1,3.2.1,-0.911321924107753
8.3.1,7.a.1,0.911558051634628
7.a.1,3.3.2,0.911587016188899
15.5.1,2.5.2,0.911626844889484
1.a.2,3.3.3,-0.911671997421879
3.b.1,16.2.2,0.911673662202447
1.1.1,2.5.1,0.911702500124504
7.2.1,15.5.1,0.911826697434312
10.4.1,15.2.1,-0.912188748681058
6.4.1,3.3.5,-0.912336283022385
1.1.1,7.a.1,-0.912376199093011
3.3.2,2.5.2,0.912491228167978
14.1.1,15.6.1,-0.912528111166767
17.8.1,14.1.1,0.912545725058017
7.1.1,7.2.1,-0.912621724584574
10.5.1,15.6.1,0.912632927948779
8.3.1,2.1.1,-0.912663976518165
8.3.1,12.b.1,0.913146619537961
6.2.1,10.c.1,-0.913293519748879
12.b.1,3.3.2,0.913413692834172
10.5.1,12.a.1,0.913617576652166
10.5.1,7.b.1,0.913617576652166
2.a.1,2.2.1,0.913902372604571
15.6.1,2.1.1,0.914039290682582
17.13.1,3.3.5,-0.914242144860761
1.1.1,16.2.2,0.914483416221434
12.a.1,7.a.1,-0.914499203420361
7.a.1,7.b.1,-0.914499203420361
2.2.1,9.5.1,-0.914507988179408
17.1.1,2.5.1,0.914609954343158
4.3.1,10.c.1,-0.914649704269221
7.2.1,3.2.1,-0.91466668002334806
1.2.1,10.c.1,0.914749325409983
3.4.1,10.c.1,0.914749325409986
3.4.2,10.c.1,-0.914749325409986
3.8.1,10.c.1,0.914749325409986
6.5.1,10.c.1,0.914749325409986
3.6.1,10.c.1,-0.914749325409988
10.c.1,16.3.2,0.914749325409989
3.d.2,10.c.1,-0.914749325409989
12.a.1,2.1.1,0.9150100310498
7.b.1,2.1.1,0.9150100310498
17.8.1,10.c.1,0.915097620940666
3.2.1,12.b.1,-0.915153310722129
15.8.1,7.2.1,0.915273486990942
7.2.1,3.2.2,-0.915338971060531
4.3.1,12.b.1,-0.915347615150084
12.b.1,16.3.2,0.915447312305389
3.6.1,12.b.1,-0.915447312305389
3.4.1,12.b.1,0.91544731230539
3.4.2,12.b.1,-0.91544731230539
3.8.1,12.b.1,0.91544731230539
3.d.2,12.b.1,-0.91544731230539
1.2.1,12.b.1,0.915447312305394
6.5.1,12.b.1,0.915447312305398
10.5.1,1.4.1,0.916090324062238
7.3.1,4.5.1,-0.916128619874079
6.2.1,10.5.1,0.91616597922462
6.2.1,2.5.1,0.916237694585396
3.b.1,1.3.1,-0.916273866385444
7.3.1,9.1.2,-0.916379423422115
7.3.1,2.5.1,0.916806998779802
10.4.1,10.5.1,-0.916821476285554
6.4.1,12.b.1,0.916905974455345
6.4.2,17.13.1,-0.916936585127317
2.2.2,12.b.1,-0.916975797743441
6.2.1,2.5.2,-0.917018876093529
3.4.1,7.a.1,0.917190707629009
3.6.1,7.a.1,-0.917190707629009
3.8.1,7.a.1,0.917190707629009
7.a.1,3.4.2,-0.917190707629009
3.d.2,7.a.1,-0.91719070762901
6.5.1,7.a.1,0.91719070762901
7.a.1,16.3.2,0.91719070762901
7.a.1,1.2.1,0.917190707629015
15.1.1,2.1.1,0.917212579459339
1.4.1,2.5.2,-0.917320542562145
1.3.1,17.13.1,0.917729318571637
3.4.2,2.5.2,-0.917921429288335
3.6.1,2.5.2,-0.917921429288335
3.8.1,2.5.2,0.917921429288335
3.4.1,2.5.2,0.917921429288336
3.d.2,2.5.2,-0.917921429288336
6.5.1,2.5.2,0.917921429288338
1.2.1,2.5.2,0.91792142928834
16.3.2,2.5.2,0.917921429288344
1.a.2,9.1.2,0.917939918801302
4.3.1,7.a.1,-0.917958865823778
11.1.1,17.13.1,-0.917967632233852
4.5.1,3.3.3,-0.918003634404444
3.b.1,9.1.2,-0.918484977536934
7.2.1,3.3.2,0.918748414516753
11.1.1,2.1.1,0.918749843426359
15.1.1,16.2.2,0.918967511011772
15.8.1,2.5.2,0.91897628838721
11.6.2,11.1.1,0.918989815536251
9.4.1,10.c.1,-0.919100935857623
8.8.2,16.2.2,0.919116169101833
12.b.1,17.1.1,-0.919240442399154
4.3.1,2.5.2,-0.919249409837194
2.a.1,9.5.2,-0.91932826152652
10.5.1,3.3.3,0.919548945787137
15.5.1,12.b.1,0.919921425739046
15.8.1,6.4.1,0.920039520407122
1.3.1,12.b.1,0.920195493775157
1.a.2,2.a.1,0.920263877420313
3.2.2,12.b.1,-0.920376879801045
8.8.2,7.1.1,0.920548909019195
16.2.2,17.1.1,0.920569444822464
4.3.1,7.2.1,-0.920675588174741
17.8.1,3.3.3,-0.920689839565603
6.4.1,16.2.2,-0.920704070452437
4.2.2,15.1.1,-0.920885171889544
7.3.1,10.c.1,-0.921009472856236
9.5.1,12.a.1,0.92104810170388
9.5.1,7.b.1,0.92104810170388
8.8.2,3.b.1,0.92121770871265
9.4.1,2.5.1,0.921258326865348
3.b.1,9.4.1,0.921429576070884
11.1.1,2.5.1,0.921489650247364
7.a.1,1.4.1,-0.921928409045702
17.8.1,9.5.1,-0.922076652210273
17.8.1,6.4.2,-0.922157173347745
7.2.1,16.3.2,0.922185746837784
3.d.2,7.2.1,-0.922185746837785
6.5.1,7.2.1,0.922185746837785
7.2.1,3.4.1,0.922185746837785
7.2.1,3.4.2,-0.922185746837785
7.2.1,3.6.1,-0.922185746837785
7.2.1,3.8.1,0.922185746837785
7.2.1,1.2.1,0.922185746837795
7.1.2,2.5.1,0.922255667388594
7.2.1,1.4.1,-0.922307503223017
1.3.1,16.2.2,-0.922324408225345
9.5.1,16.2.2,0.922429687057952
10.5.1,17.13.1,-0.922660732121062
2.1.1,3.3.2,-0.922864694347886
9.5.1,2.5.1,0.92300791759975
7.1.1,9.1.2,-0.9231736746997
8.3.1,2.5.2,0.923466844641008
9.5.1,17.13.1,-0.923628108173832
9.1.2,10.c.1,0.923666712057469
7.1.1,16.2.2,0.923704595774959
10.c.1,3.3.2,0.923763914103104
10.5.1,8.3.1,-0.923790703884509
6.2.1,7.a.1,-0.924126888358199
6.2.1,2.1.1,0.924221701175655
4.5.1,10.5.1,-0.924557851837544
8.8.2,3.3.3,0.924606842813237
11.1.1,3.3.3,0.924713694956275
8.8.2,2.2.1,-0.92473497386828
2.1.1,1.4.1,0.924737350169769
9.5.1,2.1.1,0.924925959082242
6.2.1,7.2.1,-0.92501527514343
8.8.2,2.5.1,0.925454139651014
1.2.1,2.1.1,-0.925560859337643
2.1.1,16.3.2,-0.925560859337647
6.5.1,2.1.1,-0.925560859337648
3.4.1,2.1.1,-0.925560859337652
3.4.2,2.1.1,0.925560859337652
3.6.1,2.1.1,0.925560859337652
3.8.1,2.1.1,-0.925560859337652
3.d.2,2.1.1,0.925560859337653
16.2.2,1.4.1,0.925677769278761
6.4.2,10.c.1,-0.926175059785281
2.2.1,3.3.3,-0.926181796315356
4.3.1,2.1.1,0.926347500390015
7.a.1,15.1.1,-0.926443521380723
2.2.2,2.5.1,0.926483792368525
10.5.1,1.2.1,-0.926748479605641
10.5.1,16.3.2,-0.926748479605643
10.5.1,3.6.1,0.926748479605646
6.5.1,10.5.1,-0.926748479605646
10.5.1,3.4.1,-0.926748479605647
10.5.1,3.4.2,0.926748479605647
3.8.1,10.5.1,-0.926748479605647
3.d.2,10.5.1,0.926748479605648
6.4.2,9.1.2,-0.926766592720164
10.c.1,1.4.1,-0.926846565469974
10.5.1,9.5.2,0.927116197608299
9.5.2,2.1.1,0.927195579631802
6.4.2,2.2.1,-0.92722186384419
10.4.1,7.2.1,0.927233405541033
11.5.1,12.c.1,0.927237933930121
12.c.1,1.5.1,0.927237933930121
13.1.1,12.c.1,0.927237933930121
1.1.1,2.5.2,-0.927306571517823
10.4.1,7.3.1,-0.92749186134427
4.2.2,10.5.1,-0.927601226775978
10.5.1,3.3.2,-0.92788177819079
6.4.2,2.5.1,0.927972329145088
17.8.1,7.a.1,0.928031445591774
4.5.1,1.1.1,-0.928130226110945
15.8.1,6.6.1,0.928141484737814
4.3.1,16.2.2,0.928247693317823
9.5.2,16.2.2,0.928357020498782
11.1.1,2.2.1,-0.9285387245233
17.8.1,2.5.2,0.928602700420179
15.5.1,16.2.2,-0.928648790281827
8.3.1,16.2.2,-0.928765392779843
16.2.2,3.3.3,0.928796126361447
4.3.1,10.5.1,0.92896860894959
16.2.2,3.2.2,0.928971119453821
16.2.2,3.3.2,-0.929037282027429
9.5.1,3.3.3,0.929132801718756
2.2.1,7.a.1,0.92920231940495
9.1.2,3.3.3,-0.929231183074446
6.4.1,2.5.2,0.929560713191402
7.1.2,16.2.2,0.929728060315883
2.2.1,10.c.1,0.929934103803769
4.2.2,17.8.1,0.930091571220142
7.1.1,17.8.1,-0.930180470982164
7.1.1,2.2.1,-0.930245968675393
7.1.1,2.1.1,0.930650515659859
7.1.1,7.3.1,0.93072102157434
8.8.2,9.1.2,-0.930750091032851
4.2.2,6.6.1,0.930762599045919
1.a.2,6.4.2,-0.931255757819765
2.2.2,16.2.2,0.931349721895323
1.a.2,2.2.1,0.931993545964908
11.1.1,9.1.2,-0.93232042724524
1.a.2,9.4.1,-0.932580471749209
3.2.1,16.2.2,0.932723361943611
6.6.1,2.5.2,0.932900975522838
1.a.2,9.5.1,-0.932929100070227
3.b.1,6.4.1,-0.933034763602882
16.2.2,1.2.1,-0.933065893058662
3.6.1,16.2.2,0.933065893058663
3.8.1,16.2.2,-0.933065893058663
3.4.1,16.2.2,-0.933065893058664
3.4.2,16.2.2,0.933065893058664
3.d.2,16.2.2,0.933065893058664
6.5.1,16.2.2,-0.933065893058664
16.2.2,16.3.2,-0.933065893058668
5.b.1,2.1.1,0.933171281564899
15.1.1,15.2.1,0.933182568610531
15.1.1,3.3.5,0.933261418507513
4.2.2,7.1.1,-0.933298954665956
6.6.1,16.2.2,-0.93339050468644
17.8.1,12.a.1,-0.933396832011203
17.8.1,7.b.1,-0.933396832011203
1.a.2,3.3.5,-0.933459815377058
3.b.1,14.1.1,-0.933508879240997
15.8.1,9.1.2,0.933637269832784
10.5.1,1.1.1,0.933721975738264
6.2.1,16.2.2,0.93372730943827
7.3.1,15.1.1,0.933999082889349
6.4.1,9.5.1,-0.934074985805215
3.2.2,2.1.1,0.934627374888065
6.6.1,9.5.1,-0.934684754559682
10.5.1,2.5.1,0.934839847183047
8.8.2,7.3.1,0.934971286424591
17.8.1,1.1.1,-0.9350462874241
4.2.2,6.4.1,0.93517780140744
15.5.1,2.1.1,-0.935330957363992
9.5.1,12.b.1,-0.935354591905591
11.1.1,12.a.1,0.935443649272687
11.1.1,7.b.1,0.935443649272687
7.2.1,2.2.1,0.935450135403372
11.6.2,4.5.1,-0.935859451322405
3.b.1,7.1.2,0.936172084338492
10.5.1,3.2.1,0.936510717190628
3.b.1,2.2.1,-0.936660346439408
10.4.1,12.a.1,-0.936789220109292
10.4.1,7.b.1,-0.936789220109292
8.8.2,15.1.1,0.936938182419382
6.4.2,6.6.1,-0.936942647933732
10.5.1,2.2.2,0.936952546202158
10.5.1,3.2.2,0.93726227842544
8.8.2,17.8.1,-0.937280860916153
3.b.1,6.4.2,0.937286343608132
6.6.1,7.a.1,0.937315584662862
7.2.1,9.1.2,0.93739883935
4.5.1,9.1.2,0.937415567222511
6.4.2,6.4.1,-0.937455134743042
4.2.2,1.4.1,-0.937489534138774
16.2.2,15.6.1,0.937716497674983
3.2.1,2.1.1,0.937880112721546
3.b.1,9.5.2,0.937889887618607
9.5.1,15.1.1,0.938146787605901
17.8.1,11.1.1,-0.93875645212568
3.b.1,15.1.1,0.939044086429026
8.3.1,10.c.1,0.93909532150422
7.2.1,15.1.1,-0.939131952365846
10.5.1,15.5.1,-0.939184475780399
8.8.2,10.5.1,0.939258068603948
10.4.1,3.3.5,-0.939362230222138
3.3.5,2.5.1,0.939417730285005
7.3.1,3.3.3,0.940125599123566
15.6.1,10.c.1,-0.940148459985893
2.a.1,15.1.1,-0.940284949327759
1.a.2,3.8.2,-0.940378307148992
6.4.1,7.a.1,0.940875830809147
2.a.1,6.6.1,0.940890783879152
2.2.2,2.1.1,0.940935876603741
4.5.1,2.2.1,0.941053911604514
12.a.1,5.b.1,0.941078273215456
5.b.1,7.b.1,0.941078273215456
7.3.1,9.5.2,0.94109661634483
3.b.1,15.5.1,-0.941428587525361
17.8.1,2.a.1,0.941470624370625
3.b.1,2.2.2,0.941533770165848
7.3.1,1.3.1,-0.941631733588878
1.3.1,2.1.1,-0.941760489104708
1.1.1,3.3.5,0.941787402906211
3.3.5,15.6.1,0.941902511580263
4.2.2,9.4.1,-0.942061332497598
2.1.1,17.1.1,0.942561365104672
2.a.1,6.4.1,0.942604683280974
2.1.1,2.5.1,0.942719787011202
8.8.2,10.4.1,-0.943140045300888
3.b.1,3.2.1,0.943212444697866
2.2.1,12.a.1,-0.943351921262662
2.2.1,7.b.1,-0.943351921262662
4.2.2,9.5.2,-0.94345336710752
3.3.5,1.4.1,0.943920268844974
10.4.1,2.a.1,0.944010254732446
3.b.1,11.1.1,0.944081247815677
2.2.1,2.5.2,0.944126666034715
10.5.1,5.b.1,0.94436834413688
4.2.2,15.6.1,-0.944395604443421
3.b.1,6.6.1,-0.944627183775526
3.b.1,5.b.1,0.94468413156106
8.8.2,3.3.5,0.94506491059414
10.5.1,1.3.1,-0.945124375689471
1.a.2,1.3.1,0.945252491799571
3.b.1,4.3.1,0.945326788871484
8.8.2,12.a.1,0.945482150084397
8.8.2,7.b.1,0.945482150084397
7.1.1,9.5.1,0.945596092320376
6.6.1,11.1.1,-0.945604302227716
3.b.1,3.2.2,0.945749414653981
15.8.1,17.8.1,0.94584236804911
7.1.1,11.1.1,0.945991559761224
10.4.1,9.5.1,-0.946043212644656
11.1.1,15.1.1,0.946075856839497
7.3.1,6.2.1,0.946205229531574
1.1.1,2.2.1,-0.946340993396898
3.b.1,7.1.1,0.946451513439495
9.4.1,2.1.1,0.946719208214835
11.1.1,12.b.1,-0.946753785657217
3.b.1,10.4.1,-0.946840013247303
8.3.1,3.3.5,-0.947117699318587
1.1.1,9.5.1,0.947159011314474
4.2.2,6.2.1,-0.947160618622305
7.1.1,6.6.1,-0.947197973009612
1.a.2,15.6.1,-0.947469679567514
3.b.1,9.5.1,0.94760977636717
1.a.2,6.6.1,0.947738874700536
10.5.1,17.1.1,0.947760951288853
9.5.2,3.3.5,0.947788605903274
3.b.1,17.1.1,0.947955507446181
3.b.1,16.3.2,-0.94797058798198
3.b.1,1.2.1,-0.947970587981982
3.b.1,3.4.1,-0.947970587981982
3.b.1,3.4.2,0.947970587981982
3.b.1,3.8.1,-0.947970587981982
3.b.1,3.6.1,0.947970587981983
3.b.1,3.d.2,0.947970587981983
3.b.1,6.5.1,-0.947970587981984
3.b.1,6.2.1,0.9479886619646
4.2.2,1.3.1,0.94835611700865
7.3.1,3.3.5,0.948663719701974
3.b.1,1.4.1,0.948775486328384
1.3.1,9.1.2,0.948790878811588
7.1.2,10.5.1,0.948838993506047
7.3.1,9.5.1,0.948937247036379
6.6.1,12.a.1,-0.949116353140912
6.6.1,7.b.1,-0.949116353140912
7.3.1,1.2.1,-0.94911726510982
6.5.1,7.3.1,-0.949117265109827
7.3.1,16.3.2,-0.949117265109827
7.3.1,3.4.1,-0.949117265109828
7.3.1,3.4.2,0.949117265109828
7.3.1,3.8.1,-0.949117265109828
7.3.1,3.6.1,0.949117265109829
3.d.2,7.3.1,0.94911726510983
2.2.1,5.b.1,-0.949384676436446
6.2.1,3.3.5,0.949457212587706
12.a.1,2.5.2,-0.949576678143228
7.b.1,2.5.2,-0.949576678143228
11.6.2,4.2.2,-0.949605196025539
17.8.1,9.4.1,-0.949650558643542
4.5.1,3.3.5,-0.949743876576939
4.2.2,3.3.5,-0.949766669543779
7.1.1,6.4.1,-0.950055078177707
6.4.1,11.1.1,-0.950121255791124
11.1.1,1.1.1,0.950317907667827
17.8.1,1.3.1,0.950439183906124
1.a.2,11.1.1,-0.95049482979327
4.3.1,3.3.5,0.950537112433919
8.8.2,6.6.1,-0.950814912832344
10.5.1,9.5.1,0.951045881135906
8.8.2,1.1.1,0.95114257905378
1.a.2,17.8.1,0.951216926062225
4.5.1,12.b.1,0.95123468980034
7.1.1,4.5.1,-0.951271225718335
7.3.1,4.3.1,0.95131064212263206
1.1.1,2.1.1,0.951377036887048
6.4.1,12.a.1,-0.951425946183281
6.4.1,7.b.1,-0.951425946183281
3.3.5,1.2.1,-0.95142875357185
3.3.5,16.3.2,-0.95142875357185
3.4.1,3.3.5,-0.951428753571856
3.4.2,3.3.5,0.951428753571856
3.6.1,3.3.5,0.951428753571856
3.8.1,3.3.5,-0.951428753571856
6.5.1,3.3.5,-0.951428753571856
3.d.2,3.3.5,0.951428753571858
1.a.2,9.5.2,-0.951435068919578
14.1.1,10.c.1,0.951505046773657
7.3.1,3.3.2,-0.951591720474604
6.6.1,3.3.3,-0.951703832182867
1.a.2,6.4.1,0.951798151767357
1.a.2,8.3.1,0.95185359293653
2.2.2,2.2.1,-0.951973301797027
7.3.1,5.b.1,0.952008038089864
1.a.2,6.2.1,-0.952054167769758
8.8.2,6.4.1,-0.952345528448542
10.4.1,4.2.2,0.952374790200123
3.3.5,3.3.2,-0.952491288166323
7.3.1,3.2.2,0.952492295631396
4.2.2,7.1.2,-0.952506652910747
4.2.2,4.3.1,-0.952519354556941
2.2.1,9.4.1,-0.952597764006303
3.b.1,4.2.2,-0.952711997661973
7.1.2,2.2.1,-0.952734419155927
1.a.2,2.2.2,-0.952826157255919
1.a.2,7.1.2,-0.952840191446873
7.3.1,15.6.1,0.953057320782942
6.4.2,12.a.1,0.953094315098234
6.4.2,7.b.1,0.953094315098234
4.2.2,16.3.2,0.953124474439285
4.2.2,3.4.1,0.953124474439289
4.2.2,3.4.2,-0.953124474439289
4.2.2,3.6.1,-0.953124474439289
4.2.2,3.8.1,0.953124474439289
4.2.2,1.2.1,0.95312447443929
4.2.2,3.d.2,-0.95312447443929
6.5.1,4.2.2,0.953124474439294
10.4.1,1.1.1,-0.953138496937918
7.3.1,1.4.1,0.953216905198256
3.3.5,3.3.3,0.953216927601356
3.b.1,10.c.1,-0.95330100004979
7.1.2,2.1.1,0.953396989815385
1.3.1,12.a.1,-0.953423367958672
1.3.1,7.b.1,-0.953423367958672
4.2.2,3.2.1,-0.953554375426781
4.2.2,2.2.2,-0.953615478679635
7.1.1,9.5.2,0.953742796715972
7.1.1,1.1.1,0.953803579972265
9.1.2,5.b.1,-0.953813910607853
7.1.1,9.4.1,0.953862679969529
1.a.2,1.4.1,-0.953910211407745
8.8.2,5.b.1,0.954118742803694
10.4.1,3.3.3,-0.954242819766542
11.6.2,12.4.2,0.954286019424204
7.3.1,3.2.1,0.954324032737879
3.3.5,9.4.1,0.954372341295846
6.4.2,2.1.1,0.954398205821209
7.3.1,2.2.2,0.954417250633654
12.a.1,3.3.3,0.954473563410395
7.b.1,3.3.3,0.954473563410395
1.a.2,15.5.1,0.954506370093414
4.2.2,12.b.1,0.954660898081215
10.4.1,6.4.2,-0.954857726578203
7.3.1,15.5.1,-0.95491156850146
12.a.1,17.1.1,0.954993063567356
7.b.1,17.1.1,0.954993063567356
17.8.1,7.2.1,0.955206331360475
1.a.2,3.2.1,-0.955246448392187
3.b.1,17.8.1,-0.955263027490476
4.2.2,6.4.2,-0.95526985055727
3.b.1,3.3.2,-0.95527599970566
2.2.1,17.1.1,-0.955488394179209
10.5.1,9.4.1,0.955520091423334
1.a.2,4.3.1,-0.955592788496567
7.1.2,9.1.2,-0.955626354768003
6.6.1,1.1.1,-0.955732216739874
6.4.1,3.3.3,-0.955742304183249
6.2.1,2.2.1,-0.955744066918545
7.2.1,2.a.1,0.955766531344249
4.2.2,15.5.1,0.955805180834174
7.3.1,2.1.1,0.955806346673165
4.5.1,15.1.1,-0.955990014933766
7.3.1,17.1.1,0.955993941606798
9.1.2,17.1.1,-0.956180209611042
1.a.2,16.3.2,0.956260999450196
1.a.2,3.4.1,0.956260999450203
1.a.2,3.4.2,-0.956260999450203
1.a.2,3.8.1,0.956260999450203
1.a.2,3.d.2,-0.956260999450203
6.5.1,1.a.2,0.956260999450203
1.a.2,3.6.1,-0.956260999450204
1.a.2,1.2.1,0.956260999450206
7.1.2,17.8.1,-0.956397596367166
7.3.1,11.1.1,0.956582781229274
12.4.2,12.b.1,-0.956828691095005
6.4.2,3.3.3,0.95683828449599
7.3.1,8.3.1,-0.956951465234088
6.4.1,1.1.1,-0.95722891598584
17.8.1,5.b.1,-0.957586876606524
9.5.1,1.4.1,0.957625394488142
8.8.2,1.4.1,0.957657250852368
12.a.1,15.1.1,0.957674804591221
15.1.1,7.b.1,0.957674804591221
